UserScreenName,UserName,Timestamp,Text,Embedded_text,Comments,Likes,Retweets,Date,text_length,Embedded_text_cleaned
Carlos Eduardo Noguera,@CNOGUERA20,2021-12-17 20:23:58+00:00,"Carlos Eduardo Noguera
@CNOGUERA20
·
17 dic.","En respuesta a 
@Davivienda
No más mentiras nos llaman y cuelgan",0,0,0,2021-12-17,64,mentira llamar colgar
Carlos E.,@CarlosM50862524,2021-12-17 20:26:57+00:00,"Carlos E.
@CarlosM50862524
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Denuncie ante las autoridades, no ante la redes sociales. Eso es lo que hacen estos mamertos. Si tiene pruebas, denuncie, sino es una Fake News
1",1,0,0,2021-12-17,191,wilsonariasc denunciar autoridad red social mamerto prueba denunciar fake new
l30nardoi,@l30nardoi,2021-12-17 14:57:32+00:00,"l30nardoi
@l30nardoi
·
17 dic.","Respondiendo a 
@yousexonfire
 @DaviPlata
 y 2 más
Pero si no tienes un smartphone o acceso a internet.. cómo tienes acceso a la app de Daviplata.. ?
1",1,0,0,2021-12-17,151,yousexonfire daviplata smartphone acceso internet acceso daviplato
Álvaro Martínez,@sagylo21,2021-12-17 01:01:01+00:00,"Álvaro Martínez
@sagylo21
·
16 dic.","En respuesta a 
@IvanDuque
Ojalá duque  hubiera empuñado un arma, así sabría lo que es de verdad la guerra y no la apoyaría ni maltrataria al pueblo. No sabe que es lo que habla este señor. Parece corresponsal de davivienda. Esta en el cargo equivocado.",0,0,0,2021-12-17,253,ivanduque ojalá duque empuñar arma guerra apoyar maltratario pueblo hablar señor parecer corresponsal cargo equivocado
Davivienda Corredores,@davicorredores,2021-12-17 20:02:01+00:00,"Davivienda Corredores
@davicorredores
·
17 dic.","Tome sus decisiones de inversión con la información actualizada en #DaviviendaHomebroker y sus herramientas de análisis técnico. Más aquí https://dav.ac/homebroker
GIF
1
2",0,1,2,2021-12-17,171,tomar decisión inversión información actualizado daviviendahomebroker herramienta análisis técnico
Andres Lopez Restrep,@andreslopezrest,2021-12-17 11:36:07+00:00,"Andres Lopez Restrep
@andreslopezrest
·
17 dic.","En respuesta a 
@wilsonariasc
 @germanayalaosor
 y 
@Davivienda
Hola, no será empleado?. Davivienda entiendo no es del estado sino privado. Los funcionarios entiendo son los que trabajan con el estado.
1",0,0,1,2021-12-17,203,wilsonariasc germanayalaosor emplear entender privado funcionario entender trabajar
jose vasquez,@josevas43726879,2021-12-17 18:58:58+00:00,"jose vasquez
@josevas43726879
·
17 dic.","En respuesta a 
@CojuteNoticias
gracias por la información pero esa foto es de la ves pasada donde lesionaron a un agente de la pnc por el banco davivienda den bien la información",0,0,0,2021-12-17,179,cojutenoticia gracias información foto lesionar agente información
Guillermo Baquero R,@gbaquerorincon,2021-12-17 23:26:24+00:00,"Guillermo Baquero R
@gbaquerorincon
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Es increíble el poder de estas instituciones que permean las conciencias de los tribunales de arbitramento para que fallen a su favor
2
2",0,2,2,2021-12-17,183,wilsonariasc increíble institución permear conciencia tribunal arbitramento faller favor
Alfred Maggiore,@AlfredMaggiore,2021-12-17 11:26:54+00:00,"Alfred Maggiore
@AlfredMaggiore
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Pero usted defiende los banqueros, oponiéndose al traslado de afiliados con engaños a los fondos privados de pensiones, a Colpensiones.",0,0,0,2021-12-17,181,wilsonariasc defender banquero oponer traslado afiliado engaño fondo privado pensión colpensión
Diose Soler,@diosesoler,2021-12-17 14:25:17+00:00,"Diose Soler
@diosesoler
·
17 dic.","Respondiendo a 
@manglero241
 @juanadarco1
 y 3 más
Ah sí. Gracias",0,0,0,2021-12-17,66,manglero241 juanadarco1 gracias
lau,@Tajoha145,2021-12-17 14:43:32+00:00,"lau
@Tajoha145
·
17 dic.","En respuesta a 
@Davivienda
Mensaje enviado gracias
1",1,0,0,2021-12-17,53,mensaje enviado gracias
ISRAEL BANDA,@IsraelBanda07,2021-12-17 03:10:32+00:00,"ISRAEL BANDA
@IsraelBanda07
·
16 dic.","En respuesta a 
@MartinSantosR
Estás como Davivienda en el lugar equivocado en Centro Democrático 
@MartinSantosR
  podías estar en Pacto Histórico o creando un movimiento independiente!",0,0,0,2021-12-17,186,martinsantosr lugar equivocado centro democrático martinsantosr pacto histórico crear movimiento independiente
Jimmy Bornacelli,@BornacelliJimmy,2021-12-17 16:13:58+00:00,"Jimmy Bornacelli
@BornacelliJimmy
·
17 dic.","Respondiendo a 
@Edimejia1979
 @cachaful
 y 2 más
@BinanceES
 @BinanceHelpDesk
 @cz_binance
 porfavor su atención y ayuda para desbloquear mi cuenta y la de muchas personas en la misma situación sin su respuesta y soporte a los clientes que llevamos años usando su plataforma
1
1
2",1,1,2,2021-12-17,281,edimejia1979 cachaful binancee binancehelpdesk cz_binance porfavor atención ayuda desbloquear persona situación soporte cliente año plataforma
Luis C. Manjarrés,@manglero241,2021-12-17 14:04:05+00:00,"Luis C. Manjarrés
@manglero241
·
17 dic.","Respondiendo a 
@juanadarco1
 @diosesoler
 y 3 más
Y por qué no desasen?
1
1
1",1,1,1,2021-12-17,78,juanadarco1 diosesoler desar
Carlos E. Rosero L.,@CarlosERoseroL1,2021-12-17 23:52:07+00:00,"Carlos E. Rosero L.
@CarlosERoseroL1
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Compran y se dan el vuelto",0,0,0,2021-12-17,72,wilsonariasc comprar vuelto
Alejandra,@Alejand74102699,2021-12-17 13:50:21+00:00,"Alejandra
@Alejand74102699
·
17 dic.","En respuesta a 
@Davivienda
Este banco es de lo peor saben que hay alguien robando desde una cuenta de ellos y no son capaces de investigar o bloquear la cuenta sabiendo que hay demandas encontradas del titular de la cuenta donde están estafando a muchas personas.",0,0,0,2021-12-17,264,alguien robar capaz investigar bloquear demanda encontrado titular contar estafar persona
carlos chica martinez,@carloschicamar1,2021-12-17 12:10:27+00:00,"carlos chica martinez
@carloschicamar1
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Ni para escribir bien Wilson arias DESHACEN",0,0,0,2021-12-17,89,wilsonariasc escribir wilson ario deshacer
G,@GomezCZ,2021-12-17 13:19:24+00:00,"G
@GomezCZ
·
17 dic.","@Davivienda
 los inútiles más grandes de los últimos tiempos.
1",1,0,0,2021-12-17,63,inútil tiempo
Caristi,@Caristi2,2021-12-17 13:38:05+00:00,"Caristi
@Caristi2
·
17 dic.","En respuesta a 
@Caristi2
 @wilsonariasc
 y 
@Davivienda
Hallé lo siguiente: ""desasen"" es el presnte indicativo en segunda persona plural del verbo desasir (soltar, desprender lo asido)
1",0,0,1,2021-12-17,187,caristi2 wilsonariasc hallar desar presnte indicativo persona plural verbo desasir soltar desprender asido
Edison Mejia,@Edimejia1979,2021-12-17 19:00:41+00:00,"Edison Mejia
@Edimejia1979
·
17 dic.","En respuesta a 
@BinanceES
@binance
 necesitamos que nos desbloqueen las más de 500 cuentas bloqueadas de manera ilegal en Colombia. 
@Davivienda
 Quien responde por nuestros fondos? Ese es su aliado en Colombia.
2
2",0,2,2,2021-12-17,216,binancee binance necesitar desblocar bloqueado ilegal colombio fondo aliado colombio
 harberneometal ,@SpiderManPs4Ps5,2021-12-17 22:42:14+00:00," harberneometal 
@SpiderManPs4Ps5
·
17 dic.","En respuesta a 
@ALBAGA78
 y 
@Bancolombia
Yo rechace uno de 18 millones hace poco de falabella y uno de 10 millones ayer de davivienda y esta gente no te presta ni un millon uy que garra y así quieren que uno abra cuenta con ellos yo tengo Nequi y hasta con Nequi tenia aprobado 5 millones
1",0,0,1,2021-12-17,292,albaga78 bancolombia rechace millón falabella millón ayer gente prestar millon garra querer abrir nequi nequi aprobado millón
Juan. Manuel,@Juanma7725,2021-12-17 18:05:01+00:00,"Juan. Manuel
@Juanma7725
·
17 dic.","Respondiendo a 
@Edimejia1979
 @cachaful
 y 2 más
@binance
 el Grinch. De la navidad de 500 colombianos secuestro de activos bloqueos de cuentas el soporte más malo q el de reclamos de una empresa de telefonía móvil colombiana
1
1
2",1,1,2,2021-12-17,232,edimejia1979 cachaful binance grinch navidad colombiano secuestro activo bloqueo soporte malo reclamo empresa telefonía móvil colombiano
Banco Davivienda,@Davivienda,2021-12-17 22:41:34+00:00,"Banco Davivienda
@Davivienda
·
17 dic.","Le invitamos a conocer a Diego y Alberto, emprendedores que encontraron la forma de crear empresa y crecer durante la pandemia de la mano de DaviPlata ¡Esta es su historia del nuevo mundo! :https://bit.ly/NuevoMundoCobijas…
8
2
6",8,2,6,2021-12-17,229,invitar diego alberto emprendedor encontrar forma crear empresa crecer pandemia mano daviplato historia mundo
juana De arco,@juanadarco1,2021-12-17 14:26:24+00:00,"juana De arco
@juanadarco1
·
17 dic.","Respondiendo a 
@manglero241
 @diosesoler
 y 3 más
tr.-prnl. Soltar, desprender [lo asido].
prnl. fig.Desprenderse, desapropiarse de una cosa.

Advertisement. Bad banner? Please let us know Remove Ads
Se conjuga como asir
1
1",1,1,0,2021-12-17,225,manglero241 diosesoler prnl soltar desprender prnl desprender desapropiar cosa advertisement banner please know remove conjugar asir
Carlos Eduardo Noguera,@CNOGUERA20,2021-12-17 15:53:34+00:00,"Carlos Eduardo Noguera
@CNOGUERA20
·
17 dic.","@Davivienda
 @DaviPlata
 cuanto tiempo debe esperar mi hermano para que le den solución",0,0,0,2021-12-17,87,daviplata tiempo deber esperar hermano solución
Camilo Andrés Tique,@CamiloTique0,2021-12-17 12:16:43+00:00,"Camilo Andrés Tique
@CamiloTique0
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Hummm.... Y quién legisla para que eso mejore. ",0,0,0,2021-12-17,93,wilsonariasc hummm legislir mejorar
Carlos Eduardo Noguera,@CNOGUERA20,2021-12-17 16:00:49+00:00,"Carlos Eduardo Noguera
@CNOGUERA20
·
17 dic.","@Davivienda
 @DaviPlata
 @SFCsupervisor
 nesecito solución del problema de mi hermano por el amor de Dios hemos llamado hemos ido a la oficina del banco a donde tenemos que ir para encontrar solucion llamenlo 3233223774
1",1,0,0,2021-12-17,221,daviplata sfcsupervisor nesecito solución problema hermano amor llamar oficina encontrar solucion llamenlo 3233223774
Jorge Neira Suarez,@jneirazuarez,2021-12-17 12:04:14+00:00,"Jorge Neira Suarez
@jneirazuarez
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Hacen y deshacen",0,0,0,2021-12-17,62,wilsonariasc deshacer
Rx,@rubendgomez78,2021-12-17 10:19:34+00:00,"Rx
@rubendgomez78
·
17 dic.","@Davivienda
 no se encuentra la página del comercial para participar en    Las rifas de los carros. Cuál es ??
1",1,0,0,2021-12-17,112,encontrar página comercial participar rifa carro
AJ,@Juanargu78,2021-12-17 21:54:46+00:00,"AJ
@Juanargu78
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Pues quemelos osea denunciarlos en vez de estar hablando como chismosa por acá q se vea la acción ud mismo está diciendo q tiene pruebas de primera mano.....denuncie y ya o es q los está amenazando pq no le dieron su parte o q?",0,0,0,2021-12-17,273,wilsonariasc quemelo osear denunciar hablar chismoso acción prueba mano denunciar amenazar
Carlos Eduardo Noguera,@CNOGUERA20,2021-12-17 17:02:43+00:00,"Carlos Eduardo Noguera
@CNOGUERA20
·
17 dic.","En respuesta a 
@Davivienda
No es por molestar pero la verdad  es triste  que a mí hermano que tiene una discapacidad no le hayan dado una solución a su problema ojalá le ayuden lo más pronto posible",0,0,0,2021-12-17,199,molestar triste hermano discapacidad solución problema ojalá ayudar
William Bustos,@WBP71,2021-12-17 14:12:24+00:00,"William Bustos
@WBP71
·
17 dic.","En respuesta a 
@wilsonariasc
 @aureliobabiloni
 y 
@Davivienda
Ya hay denuncias? No puede quedar así.
1",0,0,1,2021-12-17,104,wilsonariasc aureliobabiloni denuncia quedar
Andrés Oso,@andresoso,2021-12-17 22:31:27+00:00,"Andrés Oso
@andresoso
·
17 dic.","En respuesta a 
@AlexRiascos
 @Karlaarcila
 y 
@Davivienda
Supuestamente ya se podia, yo la empece a usar desde septiembre asi y pum fallo",0,0,0,2021-12-17,138,alexriasco karlaarcila supuestamente empezar septiembre fallo
Ed,@coconito72,2021-12-17 20:10:16+00:00,"Ed
@coconito72
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Recuerde que por un Banco entraron las coimas de Odebrecht y pregunté si paso algo?",0,0,0,2021-12-17,129,wilsonariasc recordar entrar coima odebrecht preguntar paso
Marucha3847,@Marucha3847,2021-12-17 13:08:49+00:00,"Marucha3847
@Marucha3847
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Menos mal que congresistas como estos van a salir de 15 no creo que vaya más. No le sirven es para nada al país 
2",2,0,0,2021-12-17,160,wilsonariasc congresista salir creer servir país
Ξ•𝟏𝟑,@OrYashar33,2021-12-17 15:13:15+00:00,"Ξ•𝟏𝟑
@OrYashar33
·
17 dic.","Respondiendo a 
@BackDoorMan85
 @Epifania2021
 y 4 más
Eso es un oligopolio. Burocracia va más a los entes de gobierno y su excesivo fetiche con procesos.
1",0,0,1,2021-12-17,156,backdoorman85 epifania2021 oligopolio burocracia ente gobierno excesivo fetiche proceso
Mauricio,@maobum,2021-12-17 15:35:37+00:00,"Mauricio
@maobum
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
La denuncia Don Wilson y los soportes o evidencia. Tenemos que ponernos de acuerdo los ciudadanos de este país y los usuarios del sistema financiero. NO+CORRUPCIÓN",0,0,0,2021-12-17,209,wilsonariasc denunciar wilson soporte evidencia ciudadano país usuario sistema financiero corrupción
Natalia Henriquez C,@HC_Naty,2021-12-17 19:18:57+00:00,"Natalia Henriquez C
@HC_Naty
·
17 dic.","@Davivienda
 buena tarde, hay algun problema con la app? No es puede entrar
1",1,0,0,2021-12-17,77,problema entrar
Nerabato61,@raulBastidast,2021-12-17 16:21:11+00:00,"Nerabato61
@raulBastidast
·
17 dic.","En respuesta a 
@Davivienda
 y 
@LILIANACASTROMU
Sra Liliana escriba al Banco Davivienda con copia dirigida a la Superfinanciera y al Defensor del cliente financiero del Banco,si logra alguna respuesta que satisfaga su incremento de la obligación",0,0,0,2021-12-17,246,lilianacastromu liliano escribir copia dirigido superfinancero defensor cliente financiero lograr satisfagar incremento obligación
Godolaxo,@godolaxo,2021-12-17 01:31:39+00:00,"Godolaxo
@godolaxo
·
16 dic.","En respuesta a 
@Davivienda
Sra Margarita que tal sí me ayuda con algún contacto en Davivienda para qué me permitan asignar mi clave virtual? Llevo más de 15 días en esas, sé imagina???? Sin clave virtual no puedo hacer nada.....",0,0,0,2021-12-17,229,margarita ayuda contacto permitir asignar clave virtual imaginar clave virtual
Sex on fire,@yousexonfire,2021-12-17 13:00:00+00:00,"Sex on fire
@yousexonfire
·
17 dic.","@DaviPlata
 limita su atención a un chat de WhatsApp deficiente, que excluye a todo aquel que no tenga smartphone o acceso a internet, en 
@Davivienda
 te dicen que la atención es por llamada y en la llamada te obligan si o si a ir al chat de WhatsApp ¿Quien regula? 
@sicsuper
1",1,0,0,2021-12-17,279,daviplata limitar atención chat whatsapp deficiente excluir smartphone acceso internet atención llamado llamado obligar chat whatsapp regular sicsuper
ISPERCA,@isper51,2021-12-17 16:57:04+00:00,"ISPERCA
@isper51
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
En lugar de estar de investigador, debería estar alistando algún proyecto para que ayude a sus mamertos.",0,0,0,2021-12-17,150,wilsonariasc lugar investigador deber alistar proyecto ayudar mamerto
andres gamez b.,@andresgamezb,2021-12-17 22:28:07+00:00,"andres gamez b.
@andresgamezb
·
17 dic.","@Davivienda
 buen día estoy tratando de ingresar a la app pero no me permite.   Esta fuera de servicio?
1",1,0,0,2021-12-17,105,tratar ingresar permitir servicio
Sebastian,@dannykrd,2021-12-17 03:29:15+00:00,"Sebastian
@dannykrd
·
16 dic.","En respuesta a 
@Davivienda
Me cobran temas que ni van
1",1,0,0,2021-12-17,56,cobrar tema
Charles Dario Win,@ElCadete1994,2021-12-17 22:32:05+00:00,"Charles Dario Win
@ElCadete1994
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
De desasón... Está bien escibido y decido que eres un tipazo!",0,0,0,2021-12-17,107,wilsonariasc desasón escibido tipazo
corazón verde,@coraznverde11,2021-12-17 01:50:25+00:00,"corazón verde
@coraznverde11
·
16 dic.","En respuesta a 
@ElPetisoArango
 @AmericadeCali
 y 
@MillosFCoficial
Yo viendo el partido de Tolima para analizar el rival del Cali en la final será q estoy cómo la propaganda de Davivienda en el lugar equivocado",0,0,0,2021-12-17,212,elpetisoarango americadecali millosfcoficial partido tolimo analizar rival cali propaganda davivirdar lugar equivocado
Arthur Dux,@ArthurDux1,2021-12-17 10:21:27+00:00,"Arthur Dux
@ArthurDux1
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Y el politico pendiente de que regula para que le pasen su tajada, parasitos, al privado el mercado lo castiga cuando es libre, pero a ustedes quien?
2",2,0,0,2021-12-17,197,wilsonariasc politico pendiente regular pasar tajado parasito privado mercado castigar libre
Godolaxo,@godolaxo,2021-12-17 01:28:46+00:00,"Godolaxo
@godolaxo
·
16 dic.","En respuesta a 
@Davivienda
Buenas noches, será que me mandan mi clave virtual en ese trensito? No llevó 10 años, pero sí más de 15 días tratando de activar mi clave virtual, es necesaria en navidad pero nadie ha descubierto porque no me deja asignarla, qué tal sí me dan ése detallito??
1
1",1,0,1,2021-12-17,291,noche mandar clave virtual trensito año tratar activar clave virtual necesario navidad descubrir dejar asignar detallito
Carlos Eduardo Noguera,@CNOGUERA20,2021-12-17 20:18:51+00:00,"Carlos Eduardo Noguera
@CNOGUERA20
·
17 dic.","@Davivienda
 @DaviPlata
 si no van a solucionar el problema díganme para colocar las acciones legales por daños y perjuicios ustedes abusan de los usuarios",0,0,0,2021-12-17,155,daviplata solucionar problema díganme colocar acción legal daño perjuicio abusar usuario
平和✘ᏞᎥᏁᎻᎧ𓄋,@wZKCwQ4vEN0bFCy,2021-12-17 02:13:00+00:00,"平和✘ᏞᎥᏁᎻᎧ𓄋
@wZKCwQ4vEN0bFCy
·
16 dic.","En respuesta a 
@danytorresang
 @Bancolombia
 y 
@Davivienda
Yo enseguida que me cosignan a Bancolombia la paso a Nequi",0,0,0,2021-12-17,119,danytorresang bancolombia cosignar bancolombia paso nequi
Liz Girasol,@lizgirasol,2021-12-17 13:05:07+00:00,"Liz Girasol
@lizgirasol
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
País de m... El de los leguleyos...",0,0,0,2021-12-17,81,wilsonariasc país leguleyo
Carlos Calero,@carloscalero977,2021-12-17 20:31:12+00:00,"Carlos Calero
@carloscalero977
·
17 dic.","Respondiendo a 
@carloscalero977
 @ArthurDux1
 y 2 más
Y después con otros 5millones. Quiere el nombre del policía?",0,0,0,2021-12-17,115,carloscalero977 arthurdux1 5millones querer nombre policía
Carmen E,@celenale,2021-12-17 22:16:42+00:00,"Carmen E
@celenale
·
17 dic.","@SFCsupervisor
 es el colmo que 
@Davivienda
 este bloqueando transacciones (aún cuando se verifica la titularidad) hoy y 
@nequi
 no funcione por variar. No atienden los canales y la gente sin dinero.
1",1,0,0,2021-12-17,203,sfcsupervisor colmo bloquear transacción verificar titularidad nequi funcionar variar atender canal gente dinero
Alex,@JAHSc12,2021-12-17 16:50:24+00:00,"Alex
@JAHSc12
·
17 dic.","En respuesta a 
@Davivienda
Pero solucionen, ya envié el DM.",0,0,0,2021-12-17,60,solucionar enviar
Fenix,@papefenix,2021-12-17 04:25:51+00:00,"Fenix
@papefenix
·
16 dic.","Respondiendo a 
@isamg6
 @AlvaroUribeVel
 y 2 más
El ministro tiene toda la razón, 
@GabrielSantosCD
 y otros miembros del 
@CeDemocratico
 están como davivienda, en el lugar equivocado.",0,0,0,2021-12-17,186,isamg6 alvarouribevel ministro razón gabrielsantoscd miembro cedemocratico lugar equivocado
Carlos Eduardo Noguera,@CNOGUERA20,2021-12-17 23:11:46+00:00,"Carlos Eduardo Noguera
@CNOGUERA20
·
17 dic.","@Davivienda
 @DaviPlata
 nadie contesta la línea de WhatsApp ayúdenme para que mi hermano se presente con mi mama que es la tutora de el ya que el es discapacitado en la cede de Tumaco Nariño el podrá demostrar su titularidad por teléfono el no habla",0,0,0,2021-12-17,250,daviplata contestar línea whatsapp ayúdenme hermano presente mama tutora discapacitado ceder tumaco nariño demostrar titularidad teléfono hablar
Carlos Calero,@carloscalero977,2021-12-17 20:28:18+00:00,"Carlos Calero
@carloscalero977
·
17 dic.","Respondiendo a 
@carloscalero977
 @ArthurDux1
 y 2 más
En la casa de mi hermano vive un policia con su esposa, lo llamaron de Davivienda para hacer una prueba porque supuestamente su cuenta estaba duplicada, el accedió a la prueba donde transfirió 1.235.000 pesos a la cuenta duplicada. Y después probaron con 5 millones",0,0,0,2021-12-17,320,carloscalero977 arthurdux1 casa hermano vivir policia esposa llamar prueba supuestamente contar duplicado acceder prueba transfirir peso contar duplicado probar millón
eduard centeno,@eduardcenteno,2021-12-17 19:22:42+00:00,"eduard centeno
@eduardcenteno
·
17 dic.","Respondiendo a 
@eduardcenteno
 @wilsonariasc
 y 2 más
Nadie da respuestas, me pasan de la línea al chat, del chat a la agencia, todos indolentes sim información. Abusivos
1",1,0,0,2021-12-17,173,eduardcenteno wilsonariasc pasar línea chat chat agencia indolente información abusivo
DIOS esta lejos pero viene cuando se le llama,@DINHO50948094,2021-12-17 14:27:15+00:00,"DIOS esta lejos pero viene cuando se le llama
@DINHO50948094
·
17 dic.","Respondiendo a 
@UCHLSISTEMAS
 @wilsonariasc
 y 3 más
igual que 
@Supersalud",0,0,0,2021-12-17,76,uchlsistema wilsonariasc supersalud
Albo Madrid,@4lb0m4dr1d,2021-12-17 05:45:03+00:00,"Albo Madrid
@4lb0m4dr1d
·
17 dic.","En respuesta a 
@hsaenzm
 @Manuel_P0rtill0
 y 
@chivowallet
El fracaso ha sido tu trabajo para 
@Davivienda
 @DaviEscucha
 los has hecho perder casos importantes y todo por ser incapaz como profesional, estabas acosrumbrado al tráfico de influencias en el sistema judicial pidiendo favores, hoy que se te recortaron esos favores fracaso total
1",1,0,0,2021-12-17,344,hsaenzm manuel _p0rtill0 chivowallet fracaso trabajo daviescucha perder caso importante incapaz profesional acosrumbrado tráfico influencio sistema judicial pedir favor recortar favor fracaso
Camilo Vargas,@Cavama23,2021-12-17 14:55:32+00:00,"Camilo Vargas
@Cavama23
·
17 dic.","En respuesta a 
@josue_rozo
 y 
@Davivienda
Uy va guardar la plata que tiene debajo del colchón.
1
1",1,0,1,2021-12-17,100,josue_rozo guardar plata colchón
Maximo,@Maximocono2020,2021-12-17 13:23:29+00:00,"Maximo
@Maximocono2020
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Y las pólizas obligatorias que toca comprar para respaldar la deuda cuándo te quedas sin empleo, pólizas del mismo banco, que nunca ejecutan y los abogados externos embargan a la clientes, como hace el 
@BancodeBogota
 , es decir ellos mismos no se pueden autocobrar la deuda.
1
4",1,4,0,2021-12-17,326,wilsonariasc póliza obligatorio tocar comprar respaldar deuda quedar empleo póliza ejecutar abogado externo embargar cliente bancodebogota autocobrar deuda
Eddie,@MTBaficionado,2021-12-17 10:39:40+00:00,"Eddie
@MTBaficionado
·
17 dic.","En respuesta a 
@ArthurDux1
 @wilsonariasc
 y 
@Davivienda
Alguien con mas de 9 seguidores.",0,0,0,2021-12-17,91,arthurdux1 wilsonariasc alguien seguidor
Will O'lop,@Will_olop,2021-12-17 13:47:18+00:00,"Will O'lop
@Will_olop
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
La fiscalía de seguro te pedirá la fuente ",0,0,0,2021-12-17,88,wilsonariasc fiscalía seguro pedir fuente
Sebastian,@dannykrd,2021-12-17 03:26:39+00:00,"Sebastian
@dannykrd
·
16 dic.","En respuesta a 
@Davivienda
Lo haré al intento de chat o de línea roja que tienen por internet es información delicada",0,0,0,2021-12-17,118,intento chat línea rojo internet información delicado
Beatricegarzon,@beatricegarzon,2021-12-17 15:00:12+00:00,"Beatricegarzon
@beatricegarzon
·
17 dic.","Respondiendo a 
@juanadarco1
 @manglero241
 y 4 más
Saben que es “deshacen"" (hacen y deshacen es una expresión) y el representante se equivocó, dejen la bobada
1",0,0,1,2021-12-17,161,juanadarco1 manglero241 deshacer deshacer expresión representante equivocar dejar bobado
DOLCEY TORRES,@TorresDolcey,2021-12-17 13:03:31+00:00,"DOLCEY TORRES
@TorresDolcey
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Denuncie con nombre propio",0,0,0,2021-12-17,72,wilsonariasc denunciar nombre
Sebastian,@dannykrd,2021-12-17 03:28:28+00:00,"Sebastian
@dannykrd
·
16 dic.","En respuesta a 
@Davivienda
Igual seguirán cobrando por cuenta nómina lo que quieran entonces ganan plata así que mi queja no importará",0,0,0,2021-12-17,135,seguir cobrar nómina querer ganar plata queja importar
Andrés Oso,@andresoso,2021-12-17 20:13:36+00:00,"Andrés Oso
@andresoso
·
17 dic.","@Davivienda
 no se que pasa con mi tarjeta debito, de repente no puedo hacer pagos en linea ni usar datafonos, vivo en el exterior. Ya me dieron soporte 2 personas y sigue pasando el mismo problema, estoy asi hace 24 horas. La tarjeta sale declinada, ayuda!
1",1,0,0,2021-12-17,259,pasar tarjeta debito pago linea datafono vivo exterior soporte persona seguir pasar problema hora tarjeta salir declinado ayuda
Andrés Oso,@andresoso,2021-12-17 22:31:42+00:00,"Andrés Oso
@andresoso
·
17 dic.","En respuesta a 
@jorgefernando00
 @Karlaarcila
 y 
@Davivienda
Aun asi no funciona",0,0,0,2021-12-17,82,jorgefernando00 karlaarcila funcionar
andres gamez b.,@andresgamezb,2021-12-17 22:55:47+00:00,"andres gamez b.
@andresgamezb
·
17 dic.","En respuesta a 
@Davivienda
Perdiste la falla",0,0,0,2021-12-17,45,perdistir fallar
Dairo Acuña,@DAIROACUNA,2021-12-17 15:07:48+00:00,"Dairo Acuña
@DAIROACUNA
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Denuncia grave señores",0,0,0,2021-12-17,68,wilsonariasc denuncia grave señor
Jafria,@Jafria6,2021-12-17 22:18:33+00:00,"Jafria
@Jafria6
·
17 dic.","En respuesta a 
@Marucha3847
 @wilsonariasc
 y 
@Davivienda
Así sea que salga del congreso su mensaje es real y cierto. La que también puede perder su puesto y no seguir percibiendo el mínimo eres tú",0,0,0,2021-12-17,199,marucha3847 wilsonariasc salir congreso mensaje real perder puesto seguir percibir mínimo
Diose Soler,@diosesoler,2021-12-17 15:17:30+00:00,"Diose Soler
@diosesoler
·
17 dic.","Respondiendo a 
@manglero241
 @juanadarco1
 y 3 más
Pero no habla de asir sino de hacer. Quitar lo hecho es deshacer. Quitar lo asido es desaser.
1",0,1,0,2021-12-17,147,manglero241 juanadarco1 hablar asir quitar deshacer quitar asido desaser
Heider Blanchar,@Blan_charJavier,2021-12-17 18:27:21+00:00,"Heider Blanchar
@Blan_charJavier
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Los de 
@Avianca
 haciendose los güevones con los reembolsos para no devolverlos.

Por donde se mire este País es una mierda como dice 
@HELIODOPTERO
.

Mientras los que formaron las listas del 
@PactoCol
 siguen creyendo que 
@RoyBarreras
 merece entrar al congreso primero que usted..!!",0,0,0,2021-12-17,334,wilsonariasc avianca güevón reembolso devolver mirar país mierda heliodoptero formar lista pactocol seguir creer roybarrera merecer entrar congreso
