UserScreenName,UserName,Timestamp,Text,Embedded_text,Comments,Likes,Retweets,text_length,Embedded_text_cleaned
Andrés Langebaek,@ALangebaek,2021-12-01 20:43:12+00:00,"Andrés Langebaek
@ALangebaek
·
1 dic.","La confianza se afectó. El indicador de confianza Davivienda tuvo una  leve caída en noviembre, rompiendo una tendencia de cinco meses de mejoras. El indicador se deterioró, especialmente en la última semana del mes, asociado al aumento en la tasa de cambio.
1
7
19",1,7,19,265,  confianza   afectar   indicador   confianza   leve caída   noviembre romper   tendencia   mes   mejora   indicador   deteriorar especialmente    semana    asociado   aumento    tasa   cambio   
Plaza Futura,@plaza_futura,2021-12-01 21:18:10+00:00,"Plaza Futura
@plaza_futura
·
1 dic.","Buscamos la accesibilidad y mejor atención en tus trámites bancarios, es por ello que encuentras en nuestra plaza los siguientes bancos para tu preferencia.
 Banco Cuscatlán
 Banco Fedecrédito
 Davivienda
 Bancoagrícola
 Banco Promerica",0,0,0,236,buscar   accesibilidad   atención    trámite bancario      encuentra   plaza   siguiente banco   preferencia cuscatlán fedecrédito bancoagrícola promerico
Julián Martinez,@JulianM998,2021-12-01 22:49:11+00:00,"Julián Martinez
@JulianM998
·
1 dic.","Señores 
@Davivienda
 no he podido ingresar a mi app davivienda, ingreso la cédula y me dice verifique los datos, llevo así varios días.
1
1",1,0,1,140,señor    poder ingresar     ingreso   cédula    verificar   dato llevar    
Ferchis.,@fergomezr28,2021-12-01 12:29:07+00:00,"Ferchis.
@fergomezr28
·
1 dic.","Llevo toda una semana sufriendo intento de hurto por medios electrónicos a mi cuenta de ahorros 
@Davivienda
, sin que se puedan realizar porque no tengo plata. No felices, lo hicieron con la TC y con esta sí pudieron ya que tenía cupo libre. ¿Qué está pasando 
@Davivienda
?
2
1
2",2,1,2,281,llevar   semana sufrir intento   hurto   medio electrónico      ahorro     poder   plata   feliz           poder    cupo libre   pasar   
MirandaL2,@MirandaSuspLo,2021-12-01 20:52:36+00:00,"MirandaL2
@MirandaSuspLo
·
1 dic.","Hemos retrocedido tanto en este país con este gobierno, que hasta los malparidos cajeros de 
@Davivienda
 dizque solo botan de 400.000 pesos y en billetes de 10.000 no seamos tan maricas !!
3
8",3,0,8,193,retroceder   país   gobierno     malparido cajero   dizque botar     pesos    billete      ser   marica  
John Jairo Peralta Bernal,@JohnJairoPe,2021-12-01 16:11:03+00:00,"John Jairo Peralta Bernal
@JohnJairoPe
·
1 dic.","Open Data, CEO, pregúntele a la gente de a pie si eso les importa, acá lo que importa es que respondan por la plata que se roban por #daviplata, a ver Davivienda #rDaviviendaNoResponde
Banco Davivienda
@Davivienda
 · 30 nov.
En su participación en el foro Open Banking: Operaciones y tendencias de futuro, organizado por @larepublica_co, Margarita Henao, CEO de @DaviPlata  expuso la necesidad de que el país, la regulación y el sistema avancen hacia el Open Data.
Mostrar este hilo
1",0,1,0,484,open datar   pregúntelir    gente        importar     importar    responder    plata    robar   daviplata    rdaviviendanoresponde      participación    foro open banking operación   tendencia   futuro organizado   larepublica_co margaritir henao    daviplata exponer   necesidad     país   regulación    sistema avancir   open datar mostrar hilo
Universidad El Bosque,@U_ElBosque,2021-12-01 15:00:26+00:00,"Universidad El Bosque
@U_ElBosque
·
1 dic.","Conoce los requisitos de la convocatoria de Becas al Talento de Fundación Bolívar Davivienda. 
https://bddy.me/3EcTA8x",0,0,0,118,conocer   requisito    convocatoria   beca   talento   fundación bolívar
Cristian Julian,@cjulianlozano,2021-12-01 00:01:49+00:00,"Cristian Julian
@cjulianlozano
·
30 nov.","Mamado de ser adulto y tener que trabajar para pagarle a 
@Davivienda",0,0,0,69,mamar    adulto     trabajar pagar él  
Santiago Parra Angel,@SantiagoParraA2,2021-12-01 01:31:18+00:00,"Santiago Parra Angel
@SantiagoParraA2
·
30 nov.","#daviplata ayuda por favor, llevo más de 3 meses tratando de cambiar mi número daviplata y nadie me ayuda, esa nueva línea de WhatsApp es ineficiente, nadie responde a los cientos de radicados que he hecho, necesito que me colabore #daviplata #davivienda #asesoresdavivienda
1",0,0,1,276,  daviplata ayuda   favor llevar     mes tratar   cambiar   número daviplata     ayuda   línea   whatsapp   ineficiente responder    ciento   radicado    necesitar    colaborar daviplata asesoresdaviviendo
Andres Moreno Jaramillo,@andresmania,2021-12-01 04:27:27+00:00,"Andres Moreno Jaramillo
@andresmania
·
30 nov.","Cierto, recuerdo en 2000-2010 se vendieron empresas como Bavaria y Coltabaco. Fusiones en Grupo Sura, Grupo Argos, Bancolombia, Nutresa, Éxito, Banco de Occidente, Banco de Bogotá. Creación de Grupo Aval, Celsia. Llegada de ISA, Ecopetrol, GEB, Davivienda

¿Se repetirá 2021-2030?
Andres Palacios
@Palacios_Andres
 · 30 nov.
La @bvcColombia volvió a ser lo del 2000 , “que buenos partidos corporativos los que estamos viendo “ compañero compañero” Willian Vinasco a Adolfo Perez .  Emociónate
1
1
6",1,1,6,498,recuerdo   2000 2010   vendar empresa bavaria   coltabaco fusión   grupo surar grupo argo bancolombiar nutrés éxito   occidente   bogotá creación   grupo aval celsia llegado    ecopetrol     repetir 2021 2030 andr palacio palacios_andr     bvccolombio volver      2000   partido corporativo    ver compañero compañero willian vinasco   adolfo perez emociónatar   
John Jairo Peralta Bernal,@JohnJairoPe,2021-12-01 04:58:05+00:00,"John Jairo Peralta Bernal
@JohnJairoPe
·
30 nov.","En respuesta a 
@Carlosc30443031
 y 
@Davivienda
No somos pocos si no muchos, unamonos y denunciemos esto a la súper financiera, la unión hace la fuerza
1
1",0,1,1,156,    carlosc30443031        unamono   denuncier    súper financiero   unión   fuerza  
Daniel Sanclemente,@Dsanclemente219,2021-12-01 17:06:27+00:00,"Daniel Sanclemente
@Dsanclemente219
·
1 dic.","Llevo toda la mañana tratando de realizar un pago por PSE en 
@Davivienda
 ha sido imposible. Acaban con la poca paciencia que tengo.
2
1
1",2,1,1,139,llevar   mañana tratar     pago       imposible acabar    paciencia     
Juliana,@JulianaUssa3,2021-12-01 17:33:05+00:00,"Juliana
@JulianaUssa3
·
1 dic.","Nunca usen los servicios de 
@DaviPlata
 @RappiPay
 y 
@Davivienda
 una atención al cliente desastrosa e ineficiente.
2
1",2,0,1,121,usen   servicio   daviplata rappipay     atención   cliente desastroso   ineficiente  
DATAiFX,@dataiFX,2021-12-01 16:29:06+00:00,"DATAiFX
@dataiFX
·
1 dic.","Problemas de suministro volvieron a lastrar el crecimiento de la producción en noviembre: PMI Davivienda https://dataifx.com/post/problemas-de-suministro-volvieron-lastrar-el-crecimiento-de-la-produccion-en-noviembre-pmi… 
@Davivienda
2
1",0,2,1,238,problema   suministro volver   lastrar   crecimiento    producción   noviembre    
Andrea Cabana D.,@andreaCabanaD,2021-12-01 13:24:36+00:00,"Andrea Cabana D.
@andreaCabanaD
·
1 dic.","Me quiero ir de 
@Bancolombia
. Pero no a Davivienda. Alguna recomendación?
3",3,0,0,77,  querer    bancolombio    recomendación
DATAiFX,@dataiFX,2021-12-01 13:14:39+00:00,"DATAiFX
@dataiFX
·
1 dic.","#LiveDataiFX Lo que hoy debe saber I Davivienda Corredores https://bit.ly/3rr3ksg Por 
@davicorredores
 #LoQueHoyDebeSaber",0,0,0,122,  livedataifx       corredor   davicorredor loquehoydebesaber
Secretaría de Movilidad de Medellín,@sttmed,2021-12-01 23:00:16+00:00,"Secretaría de Movilidad de Medellín
@sttmed
·
1 dic.","¡En #MovilidadEnLínea te damos soluciones eficientes!
 
Haz el pago de tus multas de tránsito en cualquier sucursal Cotrafa, Davivienda o Banco Popular.
 
Accede  http://bit.ly/2OmKZb6, digita el número de documento, genera el código de barras, descarga tu factura y paga.
3",0,0,3,274,   movilidadenlíneo   dar solución eficiente    pagar    multa   tránsito   sucursal cotrafo   popular accede digita   número   documento generar   código   barra descargo   factura   pagar
Juan Correa,@judaco23,2021-12-01 15:29:42+00:00,"Juan Correa
@judaco23
·
1 dic.","@Davivienda
 ¿está caída la plataforma de pagos por PSE? llevo un buen rato intentando y no carga.
5
4",5,0,4,102,  caída   plataforma   pago    llevar   rato intentar    carga  
Liz,@LizHenao,2021-12-01 17:36:35+00:00,"Liz
@LizHenao
·
1 dic.","Entonces en 
@Davivienda
 te debitan el dinero, pero no se ve reflejado en lo que debes pagar. Ahora solo falta que se pierda el dinero y toque pagar de nuevo.
1",1,0,0,161,    debitar   dinero     reflejado     deber pagar falta    pierda   dinero   toque pagar  
Simon Nariño,@simonnarino,2021-12-01 21:43:51+00:00,"Simon Nariño
@simonnarino
·
1 dic.","@Davivienda
 en todo el día no he podido acceder a los canales virtuales ni por la app ni PC
2
1",2,0,1,96,         poder acceder    canal virtual        
Aura Maria Puyana,@Aumapumu,2021-12-01 03:01:52+00:00,"Aura Maria Puyana
@Aumapumu
·
30 nov.","En respuesta a 
@Davivienda
 y 
@DavidFlorezMP
Hoy no pude pagar la luz.
1",0,0,1,74,      davidflorezmp    poder pagar   
JUAN BERNAL,@jsbgm,2021-12-01 14:15:51+00:00,"JUAN BERNAL
@jsbgm
·
1 dic.","@Davivienda
 para cuando Apple Pay?
1
4",1,0,4,39,  apple   
henryalexi,@henryAropero,2021-12-01 12:28:14+00:00,"henryalexi
@henryAropero
·
1 dic.","En respuesta a 
@CCSILVA86
 @claudiamzuleta
 y 
@QuintinQuinter
lastima que estén como en DAVIVIENDA
1",0,0,1,102,    ccsilva86 claudiamzuleta   quintinquinter lastima   estar  
ContraPunto,@contra_punto,2021-12-01 20:02:47+00:00,"ContraPunto
@contra_punto
·
1 dic.","#CPNacionales | A Juan Tennant Wright le podría costar US$1 millón el insinuar que Antonio Salaverría manipuló juicio para vencer a Davivienda 
Lea acá:
contrapunto.com.sv
A Juan Tennant Wright le podría costar US$1 millón el insinuar que Antonio Salaverría manipuló...
El demandante indicó que han presentando una obra de arte jurídico penal donde se demuestran muchísimas razones para que Juan Tennant Wright sea condenado.
1
1
1",1,1,1,431,  cpnacional   juan tennant wright   costar    millón   insinuar   antonio salaverer manipular juicio vencer      contrapunto     juan tennant wright   costar    millón   insinuar   antonio salaverer manipular   demandante    presentar   obra   arte jurídico penal   demostrar muchísimo razón   juan tennant wright   condenado   
MiXterKoji,@MiXterKoji,2021-12-01 16:33:58+00:00,"MiXterKoji
@MiXterKoji
·
1 dic.","Creo que Colombia empezará su camino al desarrollo la quincena en que los servidores de 
@Davivienda
 @DaviPlata
 @Bancolombia
 y 
@Nequi
 no se caigan... O será buscar otras alternativas...
1",1,0,0,192,  colombia empezar   camino   desarrollo   quincenar     servidor   daviplata bancolombio   nequi    caer   buscar alternativa
Daniela Abdelnur,@DaniAbdelnur,2021-12-01 17:33:49+00:00,"Daniela Abdelnur
@DaniAbdelnur
·
1 dic.","En respuesta a 
@SebastianRegino
 y 
@Davivienda
Pensé que era la única… no funciona nada
3
1",3,0,1,93,    sebastianregino   pensar     único   funcionar  
Stiven De Jesus Samp,@StivenSamp,2021-12-01 21:39:40+00:00,"Stiven De Jesus Samp
@StivenSamp
·
1 dic.","Respondiendo a 
@cafenofilo
 @tagy_petus
 y 3 más
De que se trata esa app?
1",0,0,1,76,  cafenofilo tagy_petus          
Valora Analitik,@ValoraAnalitik,2021-12-01 16:22:49+00:00,"Valora Analitik
@ValoraAnalitik
·
1 dic.","#Macroeconomía  
El Equipo de Estudios Económicos del #GrupoBolívar dio a conocer el Índice de Gestión de Compras (PMI) del sector industrial colombiano de 
@Davivienda
 para noviembre de 2021.
valoraanalitik.com
Aumenta PMI manufacturero en Colombia, pero preocupa la crisis de contenedores
El Equipo de Estudios Económicos del Grupo Bolívar dio a conocer el Índice de Gestión de Compras (PMI) del sector industrial colombiano.
1
1",0,1,1,432,  macroeconomío   equipo   estudio económico   grupobolívar      índice   gestión   compra    sector industrial colombiano   noviembre   2021 valoraanalitik   aumentar   manufacturero   colombia preocupar   crisis   contenedor   equipo   estudio económico   grupo bolívar      índice   gestión   compra    sector industrial colombiano  
CarolusFerrum,@CarolusFerrum,2021-12-01 00:38:14+00:00,"CarolusFerrum
@CarolusFerrum
·
30 nov.","En respuesta a 
@oskar767
 y 
@johngongo
La cara de davivienda que ponen esos ""entrevistadores"" no tiene precio!. 
1
3",1,0,3,118,    oskar767   johngongo   cara     poner entrevistador   precio  
Juan Carlos Reyes,@reyes_juank,2021-12-01 20:06:28+00:00,"Juan Carlos Reyes
@reyes_juank
·
1 dic.","En respuesta a 
@Davivienda
Gracias, ya envié el mensaje directo, sin embargo, considero importante que el tema se solucione de manera general y muy pronto ya que veo que a otros usuarios y compañeros les está sucediendo igual.",0,0,0,227,    gracias   enviar   mensaje directo   considerar importante    tema   solucionir   general          usuario   compañero   suceder
Blueangel,@Blueangel2021,2021-12-01 18:12:48+00:00,"Blueangel
@Blueangel2021
·
1 dic.","Y resulta que ahora en los pagos por PSE no me sale la opción de pagar con Davivienda, sólo Daviplata, pero ustedes tienen mi dinero y no voy a meter más dinero.

Por culpa de ustedes 
@Davivienda
 ahora me toca como en el pasado, ir a hacer filas a los bancos.
2
2",2,0,2,265,  resultar      pago      salir   opción   pagar   daviplata   dinero      meter   dinero   culpa     tocar       fila    banco  
Carmelo Ramiro Rafael.,@__barataria,2021-12-01 18:20:18+00:00,"Carmelo Ramiro Rafael.
@__barataria
·
1 dic.","Lo logró 
@Davivienda
  ahora su página web y su App son igual de inútiles que las de 
@Bancolombia
 Eso sí, la calculadora de intereses sin funciona 24/7
1
1",1,0,1,158,  lograr   páginar         inútil     bancolombiar     calculadora   interés   funcionar    
Alejo Gutierrez,@AlejoGB,2021-12-01 20:48:35+00:00,"Alejo Gutierrez
@AlejoGB
·
1 dic.","Srs 
@Davivienda
 
Porque si la mesa de dinero y transacciones int cierra a la 1pm, en el portal, la tasa de negociacion del dolar de remesas no se mantiene en lo que cierra el dolar cuando cierra la mesa de dinero y siguen jugando a bajarle y bajarle?
1",1,0,0,254,     mesa   dinero   transacción   cerrar       portal   tasa   negociacion   dolar   remesa    mantener     cerrar   dolar cerrar   mesa   dinero   seguir jugar   bajar él   bajar él
marian,@2Marianfuentes,2021-12-01 22:32:14+00:00,"marian
@2Marianfuentes
·
1 dic.","@Davivienda
  no responde por los robos de Daviplata cómo es posible que retiraran mi dinero en jamundi Antioquia estando en Bogota!!! Llamo y me dicen que busque a la policía para que encuentre al ladrón. Me cambiaron mi numero de Daviplata sin autorización 
@Davivienda
 respondan
2",2,0,0,284,    responder    robo   daviplata     retirar   dinero   jamundi antioquia estar   bogota llamar      buscar    policía   encontrar   ladrón   cambiar   numero   daviplata   autorización responder
Oborinque,@Oborinque,2021-12-01 22:42:56+00:00,"Oborinque
@Oborinque
·
1 dic.","En respuesta a 
@SaraTufanoZ
 y 
@petrogustavo
Preocupación tenemos con usted y varios que dicen estar en el ph y solo atacan y atacan no aportan nada será que están como davivienda el pacto y el futuro gobierno de petro es con todos el baile de los que sobran revísalo",0,0,0,269,    saratufanoz   petrogustavo preocupación            atacar   atacar   aportar     pacto    futuro gobierno   petrir      baile     sobrar revísalo
David,@David72995006,2021-12-01 02:07:37+00:00,"David
@David72995006
·
30 nov.","En respuesta a 
@KarenTralara
 y 
@metrodemedellin
Ahí tienes tu respuesta 
@karentralara
 el metro nno regala nada solo es un modelo marketing para que las personas usen la cívica pay por medio de davivienda para generar ingresos a davivienda
1",0,0,1,245,    karentralara   metrodemedellin   tener   karentralara   metro   regalar    modelo marketing    persona usar   cívico      generar ingreso  
elsalvador.com,@elsalvadorcom,2021-12-01 16:50:55+00:00,"elsalvador.com
@elsalvadorcom
·
1 dic.","#Destacados | El colectivo de arte, Volarte, y la entidad financiera Davivienda unieron esfuerzos para realizar la séptima edición de esta exhibición de obras en el redondel Beethoven, al norte de la capital.
elsalvador.com
Davivienda y Volarte inauguran muestra ""Inspiraciones del alma"" | Noticias de El Salvador
El colectivo de arte y la entidad financiera unieron esfuerzos para realizar la 7° edición de esta exhibición en el redondel Beethoven, al norte de la capital.
1
2",0,1,2,477,  destacado   colectivo   arte volartar    entidad financiero unir esfuerzo   séptimo edición   exhibición   obra    redondel beethoven   nortar    capital elsalvador     volarte inaugurar mostrar inspiración   almir noticia    salvador   colectivo   arte    entidad financiero unir esfuerzo    edición   exhibición    redondel beethoven   nortar    capital  
HAROLD EDUARDO VARGAS VARGAS,@HAROLDEDUARDOV2,2021-12-01 15:55:16+00:00,"HAROLD EDUARDO VARGAS VARGAS
@HAROLDEDUARDOV2
·
1 dic.","En respuesta a 
@Davivienda
Es la peor app en este momento, no dejan ingresar y la excusa como todo siempre es ""estamos haciendo una actualización"" y si uno se ve perjudicado, después de ser el mejor banco está ahora al nivel de Bcsc lo peor en servicio 
@Davivienda
 @sicsuper
 @SFCsupervisor",0,0,0,293,          momento   dejar ingresar    excusa     actualización       perjudicado       nivel   bcsc     servicio sicsuper sfcsupervisor
CIFU,@wilsoncifu,2021-12-01 17:11:08+00:00,"CIFU
@wilsoncifu
·
1 dic.","@Davivienda
 he tratado de pagar varias facturas por pse y no ha sido posible, inclusive al desplegar la lista de entidades bancarias Davivienda ya no esta. Que ocurre?
1",1,0,0,170,    tratar   pagar factura       inclusive   desplegar   lista   entidad bancario      ocurrir
Iam_crisfer,@iam_crisfer,2021-12-01 20:03:29+00:00,"Iam_crisfer
@iam_crisfer
·
1 dic.","En respuesta a 
@Davivienda
Les quedo grande arreglar esa plataforma de pago 
@Davivienda
 3 pm y nada q puedo hace el pago para pode librarme de ese servicio de uds necesito pagar para llamar a cancelarles
1",1,0,0,208,      quedo arreglar   plataforma   pago         pago poder librar yo    servicio    necesitar pagar llamar   cancelarles
Juan Carlos Reyes,@reyes_juank,2021-12-01 19:48:13+00:00,"Juan Carlos Reyes
@reyes_juank
·
1 dic.","@Davivienda
 señores davivienda, la app para dispositivos móviles vuelve a presentar inconvenientes. De la misma manera, la página web ha presentado dificultades para ingresar a realizar transaccionew, favor solucionar rápido. Veo que no es un tema particular
1",1,0,0,261,  señor    dispositivo móvil volver   presentar inconveniente      páginar    presentado dificultad ingresar   transaccionew favor solucionar rápido       tema particular
DORIS MARTINEZ RICO,@damcolombia,2021-12-01 18:58:04+00:00,"DORIS MARTINEZ RICO
@damcolombia
·
1 dic.","En respuesta a 
@Davivienda
Se necesita que RECONOZCAN Y SOLUCIONEN PROBLEMAS en páguna web DAVIVIENDA y en la App. Me tienen maniatada desde ayer; primero fallas en página web, hoy hasta en la App. Transferí para retirar por Bancolombia, tampoco ha sido posible.
3",3,0,0,265,      necesitar   reconocer   solucionar problema   páguna         maniatado ayer falla   páginar        transferí retirar   bancolombiar  
dario ortega,@darioortegah,2021-12-01 04:22:26+00:00,"dario ortega
@darioortegah
·
30 nov.","En respuesta a 
@ernestomaciast
 y 
@AlvaroUribeVel
Gracias señor Macías, siendo sensatos, usted estaba como Davivienda, en el lugar equivocado. El congreso necesita gente preparada que vea la realidad del país, no la idolatría a su líder...",0,0,0,241,    ernestomaciast   alvarouribevel gracia señor macía sensato    lugar equivocado   congreso necesitar gente preparado     realidad   país    idolatriar    líder
RappiPay Colombia,@RappiPay,2021-12-01 19:36:13+00:00,"RappiPay Colombia
@RappiPay
·
1 dic.","En respuesta a 
@JulianaUssa3
 @DaviPlata
 y 
@Davivienda
¡Hola Juliana! Por favor amplíanos información sobre tu problema por DM. Para nosotros eres lo más importante#GoRappiCard
1",1,0,0,181,    julianaussa3 daviplata   julián   favor amplíano información   problema       importante gorappicard
Laura Martinez,@laumarlon,2021-12-01 11:57:31+00:00,"Laura Martinez
@laumarlon
·
1 dic.","Por el contrario, solicité en un supermercado la tarjeta de 
@Davivienda
 el día 30 de octubre, solicitan mil datos, huellas de casi todos los dedos (solo les falta pedir las de los pies) y que en 15 días hábiles estaba llegando y me llamaban antes.
2",2,0,0,251,   contrario solicité    supermercado   tarjeta        octubre solicitar   dato huella     dedo   falta pedir     pie      hábil llegar    llamar
RUBENS!!!,@Ruben_sote,2021-12-01 20:31:58+00:00,"RUBENS!!!
@Ruben_sote
·
1 dic.","En respuesta a 
@Davivienda
La verdad no se más detallar, es muy evidente el por qué de mi petición y queja,  un engaño lo que están haciendo con los clientes ya que no prestan el servicio que ofrecen, deberían notificar que tienen condiciones y restricciónes para efectuar el pago 
@SFCsupervisor
1",1,0,0,299,          detallar    evidente       petición   queja   engaño       cliente     prestar   servicio   ofrecer deber notificar   condición   restricción efectuar   pago sfcsupervisor
DaviPlata,@DaviPlata,2021-12-01 19:58:41+00:00,"DaviPlata
@DaviPlata
·
1 dic.","En respuesta a 
@_Cavernicola_
Buenas tardes, contamos con más de 10.000 Puntos DaviPlata - Corresponsales Bancarios Davivienda a nivel nacional. Si desea consultar el más cercano a usted ingrese a: https://dav.ac/GRefe

Gracias por comunicarse con DaviPlata. Que tenga un buen día. :)",0,0,0,285,    cavernicola tarde contar       punto daviplata corresponsales bancario   nivel nacional   desear consultar    cercano   ingresar   gracias   comunicar él   daviplata      
Jorge Luis Fince,@jorgelfince,2021-12-01 15:32:36+00:00,"Jorge Luis Fince
@jorgelfince
·
1 dic.","@Davivienda
 las notificaciones están llegando horas después. Pilas, que hacen infartar a uno.
1",1,0,0,96,    notificación llegar hora pila   infartar   
David Flórez,@DavidFlorezMP,2021-12-01 02:35:22+00:00,"David Flórez
@DavidFlorezMP
·
30 nov.","@Davivienda
 señores que pasa con la aplicación móvil?. ahora no me reconoce como usuario del banco.
1
1",1,0,1,104,  señor   pasar    aplicación móvil    reconocer usuario    
Manuel Moreno M.,@mamomar43,2021-12-01 20:30:36+00:00,"Manuel Moreno M.
@mamomar43
·
1 dic.","@Davivienda
 Este Davivienda es patético para el mal servicio,o mejor; PESIMO http://SERVICIO.Como.es posible que hice retiros por cajero automático por el máximo permitido y luego,con el suficiente dinero en mi cuenta, no puedo hacer ninguna compra,incluso ni almorzar. Que tipos
1",1,0,0,282,    patético    servicio   pesimo   hacer retiro   cajero automático    máximo permitido      suficiente dinero      compra   almorzar   tipo
Metro de Medellín,@metrodemedellin,2021-12-01 00:04:36+00:00,"Metro de Medellín
@metrodemedellin
·
30 nov.","En respuesta a 
@WhitneyMeneses
 @Davivienda
 y 
@TuCivica
Hola Whitney. Estamos presentando intermitencias en la app. Si ya la descargaste, acércate a uno de los gestores de Cívica Pay que están en estaciones en este momento para que te ayuden y puedas disfrutar el viaje gratis.
1",0,0,1,282,    whitneymeneses   tucivica whitney presentar intermitencia        descargastir acércate      gestor   cívico      estación   momento    ayudar   pueda disfrutar   viaje gratis
Hernán Peláez Restrepo,@eldoctorpelaez,2021-12-02 19:13:12+00:00,"Hernán Peláez Restrepo
@eldoctorpelaez
·
2 dic.","Cada vez que me encuentro a Willington Ortíz le digo: ""has debido jugar en Davivienda, porque estabas en el lugar (época) equivocada. #PelaezdeFranciscoenLaW
6
16
171",6,16,171,166,    encuentro   willington ortíz   decir   jugar   estabar    lugar época equivocado pelaezdefranciscoenlaw   
JuanPCalderon,@JuanPCalderon,2021-12-02 16:48:40+00:00,"JuanPCalderon
@JuanPCalderon
·
2 dic.","Como raro los cajeros multiservicios de 
@Davivienda
 en Unicentro no sirven y los bancos atestados de gente.
El siguiente elemento multimedia incluye contenido potencialmente delicado. Cambiar la configuración
Ver
1
1",1,1,0,218,raro   cajero multiservicio     unicentro   servir    banco atestado   gente   elemento multimedia incluir contenido potencialmente delicado cambiar   configuración   
Alvaro mendoza,@alvaroantonio_2,2021-12-02 14:29:48+00:00,"Alvaro mendoza
@alvaroantonio_2
·
2 dic.","La app 
@Davivienda
 y 
@DaviPlata
 aún sin funcionar Dios que grave está este banco ya hoy son tres días. De mal en peor.
3
3",3,0,3,126,     daviplata    funcionar dio   grave          
Una Como Monita,@EsaEsJuli,2021-12-02 23:17:17+00:00,"Una Como Monita
@EsaEsJuli
·
2 dic.","Si ustedes no pueden confiarle secretos a sus parejas, están como Davivienda.
3
9",3,0,9,81,    confiar él secreto    pareja  
La Loca,@CaroKarolaen,2021-12-02 05:35:33+00:00,"La Loca
@CaroKarolaen
·
2 dic.","Me sentía como Davivienda 
4",0,0,4,28,  sentir
Andrea,@andreapvcx,2021-12-02 00:43:32+00:00,"Andrea
@andreapvcx
·
1 dic.","La app de DAVIVIENDA es la peor que existe
5",0,0,5,44,        
sebastian,@sadadaaas,2021-12-02 14:22:11+00:00,"sebastian
@sadadaaas
·
2 dic.","Esa app de Davivienda me la puede pelar tanto es horrible y una mierda de manejar
1
1",1,1,0,85,       pelar   horrible    mierda   manejar  
cascabel de Mar,@Mari__Marr,2021-12-02 12:45:44+00:00,"cascabel de Mar
@Mari__Marr
·
2 dic.","Hacer un trámite con daviplata es lo peor en el mundo, son tan malos que ni Davivienda se hace responsable 
1",0,0,1,109,  trámite   daviplatar       mundo    malo      responsable
Revista Ella,@RevistaElla,2021-12-02 22:09:44+00:00,"Revista Ella
@RevistaElla
·
2 dic.","Davivienda, por séptimo año consecutivo y como apoyo al arte salvadoreño, muestra un catálogo de gigantografías instaladas en la plaza Argentina, mejor conocida como Fuentes Beethoven. #Volarte
2",0,0,2,195,  séptimo   consecutivo   apoyo   arte salvadoreño mostrar   catálogo   gigantografía instalado    plaza argentino conocido fuente beethoven volarte
John Jairo Bermúdez Garcés,@JohnBermudezG,2021-12-02 18:26:57+00:00,"John Jairo Bermúdez Garcés
@JohnBermudezG
·
2 dic.","1. Con una gran acogida culminó la Rueda de Negocios del Sector Transporte que logré gestionar donde asistieron  
@Bancoldex
, 
@Davivienda
 @BancodeBogota
 y 
@BancoPichincha
 quienes  atendieron a los más de 140 transportadores que asistieron a este importante evento.
1
2
3",1,2,3,276,    acogida culminar   rodar   negocio   sector transporte   logré gestionar asistir bancoldex bancodebogota   bancopichinchaber atender       transportador   asistir   importante evento   
Natalie Cea,@NatalieCea,2021-12-02 18:22:11+00:00,"Natalie Cea
@NatalieCea
·
2 dic.","Que mal servicio en #davivienda sonsonate en metro centro,no medejaron entrar con mi hijo de 6 años, a pagar el kinder",0,0,0,118,   servicio   sonsonate   metro centro   medejar entrar    hijo    año   pagar   kinder
La Bracho,@jen_garcia17,2021-12-02 15:03:07+00:00,"La Bracho
@jen_garcia17
·
2 dic.","Que Belleza el Davivienda de Santa Elena a esta hora.
2
3",2,0,3,57,  belleza     santa elena   hora  
John Jairo Peralta Bernal,@JohnJairoPe,2021-12-02 22:55:16+00:00,"John Jairo Peralta Bernal
@JohnJairoPe
·
2 dic.","#DaviviendaMeRobo, si incluyen personas que te llaman desde la línea del teléfono rojo para robarte y davivienda no responde
Banco Davivienda
@Davivienda
 · 2 dic.
En busca de ofrecer un servicio incluyente, DaviPlata ha venido diseñando y adecuando herramientas para brindar a todos nuestros clientes un servicio amigable, sencillo y confiable. #ColombiaIncluyente
1",1,0,0,367,  daviviendamerobo   incluir persona    llamar   línea   teléfono rojo robarte     responder     busca   ofrecer   servicio incluyente daviplata   venido diseñar   adecuar herramienta brindar   cliente   servicio amigable sencillo   confiable colombiaincluyente
Daniel Vásquez,@Daniel_VasquezB,2021-12-02 01:00:24+00:00,"Daniel Vásquez
@Daniel_VasquezB
·
1 dic.","Pa cuando los pagos por PSE en  
@Davivienda
? Todo el día intentando pagar y sale el mismo mensaje. Si me cobran intereses quién paga 
@SFCsupervisor
2
1",2,0,1,154,    pago        intentar pagar   salir   mensaje    cobrar interés pagar sfcsupervisor  
Luis Ángel,@Luiis23Angel,2021-12-02 12:17:02+00:00,"Luis Ángel
@Luiis23Angel
·
2 dic.","Por qué será siempre la que me gusta con intensidad con ganas de uff, después me entero que tiene novio o marido uno siempre anda como Davivienda en el lugar equivocado no, más bien valiendo es monda",0,0,0,199,       gustar   intensidad   gana      entero   novio   marido   andar    lugar equivocado    valer   monda
